CustomerID,SignupDate,AcquisitionChannel,CAC,Region
CUST_00465,2024-08-20,Email Market,15,West
CUST_00466,2024-03-10,Google Ads,60,North
CUST_00467,2025-01-01,Social Media,45,North
CUST_00468,2024-01-16,Affiliate,30,West
CUST_00469,2024-03-09,Social Media,45,North
CUST_00470,2024-02-22,Email Market,15,West
CUST_00471,2024-06-21,Social Media,45,South
CUST_00472,2025-03-10,Email Market,15,West
CUST_00473,2025-04-26,Social Media,45,North
CUST_00474,2024-09-18,Affiliate,30,East
CUST_00475,2025-01-13,Google Ads,60,North
CUST_00476,2024-10-15,Email Market,15,West
CUST_00477,2025-04-07,Social Media,45,North
CUST_00478,2024-01-15,Google Ads,60,South
CUST_00479,2024-09-26,Email Market,15,North
CUST_00480,2024-06-15,Google Ads,60,West
CUST_00481,2024-03-03,Direct Organic,5,East
CUST_00482,2024-09-17,Direct Organic,5,North
CUST_00483,2025-05-14,Google Ads,60,North
CUST_00484,2024-04-30,Direct Organic,5,North
CUST_00485,2024-12-11,Google Ads,60,North
CUST_00486,2024-08-27,Affiliate,30,North
CUST_00487,2025-04-09,Social Media,45,West
CUST_00488,2024-04-16,Social Media,45,East
CUST_00489,2025-05-09,Email Market,15,West
CUST_00490,2024-06-28,Affiliate,30,South
CUST_00491,2024-01-16,Google Ads,60,East
CUST_00492,2024-12-20,Direct Organic,5,South
CUST_00493,2025-02-25,Social Media,45,North
CUST_00494,2024-11-04,Social Media,45,South
CUST_00495,2024-08-02,Google Ads,60,South
CUST_00496,2024-03-17,Google Ads,60,West
CUST_00497,2024-08-12,Google Ads,60,South
CUST_00498,2024-04-02,Social Media,45,West
CUST_00499,2024-06-29,Email Market,15,East
CUST_00500,2024-06-22,Email Market,15,South
CUST_00501,2024-12-19,Direct Organic,5,South
CUST_00502,2024-12-19,Google Ads,60,North
CUST_00503,2024-08-06,Social Media,45,North
CUST_00504,2024-05-22,Affiliate,30,West
CUST_00505,2024-11-10,Direct Organic,5,West
CUST_00506,2025-03-09,Social Media,45,North
CUST_00507,2025-01-27,Affiliate,30,West
CUST_00508,2024-10-08,Affiliate,30,North
CUST_00509,2024-09-15,Email Market,15,South
CUST_00510,2024-12-21,Direct Organic,5,North
CUST_00511,2024-02-16,Direct Organic,5,North
CUST_00512,2024-01-05,Google Ads,60,North
CUST_00513,2024-03-02,Email Market,15,North
CUST_00514,2025-04-12,Affiliate,30,North
CUST_00515,2024-03-24,Social Media,45,North
CUST_00516,2024-05-12,Social Media,45,North
CUST_00517,2025-01-28,Google Ads,60,North
CUST_00518,2024-12-01,Affiliate,30,North
CUST_00519,2024-03-03,Email Market,15,South
CUST_00520,2024-10-07,Social Media,45,West
CUST_00521,2024-02-13,Google Ads,60,North
CUST_00522,2024-06-01,Google Ads,60,North
CUST_00523,2025-02-17,Email Market,15,East
CUST_00524,2024-09-26,Affiliate,30,North
CUST_00525,2024-12-07,Affiliate,30,East
CUST_00526,2024-06-19,Google Ads,60,North
CUST_00527,2024-06-04,Google Ads,60,North
CUST_00528,2025-04-22,Social Media,45,North
CUST_00529,2024-10-01,Social Media,45,North
CUST_00530,2024-12-23,Affiliate,30,West
CUST_00531,2025-03-01,Affiliate,30,North
CUST_00532,2024-01-20,Email Market,15,West
CUST_00533,2025-04-27,Email Market,15,North
CUST_00534,2024-08-01,Google Ads,60,West
CUST_00535,2024-03-19,Direct Organic,5,North
CUST_00536,2024-05-18,Email Market,15,North
CUST_00537,2025-03-13,Affiliate,30,South
CUST_00538,2024-04-07,Social Media,45,North
CUST_00539,2025-01-11,Google Ads,60,West
CUST_00540,2024-05-31,Social Media,45,South
CUST_00541,2024-07-16,Email Market,15,East
CUST_00542,2024-09-29,Direct Organic,5,North
CUST_00543,2024-06-04,Social Media,45,East
CUST_00544,2024-02-19,Direct Organic,5,South
CUST_00545,2025-04-23,Direct Organic,5,West
CUST_00546,2024-08-15,Google Ads,60,North
CUST_00547,2025-03-14,Social Media,45,West
CUST_00548,2025-04-01,Direct Organic,5,West
CUST_00549,2024-01-10,Google Ads,60,West
CUST_00550,2024-05-28,Direct Organic,5,South
CUST_00551,2024-02-27,Google Ads,60,South
CUST_00552,2024-06-10,Affiliate,30,North
CUST_00553,2024-12-16,Google Ads,60,West
CUST_00554,2025-04-21,Google Ads,60,West
CUST_00555,2024-04-16,Affiliate,30,North
CUST_00556,2025-03-02,Google Ads,60,North
CUST_00557,2025-01-29,Social Media,45,West
CUST_00558,2024-10-15,Social Media,45,North
CUST_00559,2024-07-04,Direct Organic,5,North
CUST_00560,2024-02-15,Direct Organic,5,West
CUST_00561,2025-03-20,Direct Organic,5,West
CUST_00562,2025-03-21,Social Media,45,West
CUST_00563,2024-05-08,Social Media,45,North
CUST_00564,2025-02-08,Social Media,45,North
CUST_00565,2024-11-13,Google Ads,60,East
CUST_00566,2025-03-23,Google Ads,60,South
CUST_00567,2024-03-27,Google Ads,60,North
CUST_00568,2024-09-05,Google Ads,60,West
CUST_00569,2024-11-24,Affiliate,30,West
CUST_00570,2025-03-15,Social Media,45,North
CUST_00571,2024-09-13,Google Ads,60,North
CUST_00572,2024-10-03,Direct Organic,5,North
CUST_00573,2024-10-04,Google Ads,60,South
CUST_00574,2025-03-13,Direct Organic,5,North
CUST_00575,2024-01-04,Affiliate,30,South
CUST_00576,2024-03-05,Email Market,15,South
CUST_00577,2025-03-10,Social Media,45,West
CUST_00578,2024-07-20,Email Market,15,North
CUST_00579,2024-03-03,Google Ads,60,South
CUST_00580,2024-05-22,Social Media,45,East
CUST_00581,2024-08-31,Google Ads,60,South
CUST_00582,2024-10-18,Email Market,15,West
CUST_00583,2024-10-11,Google Ads,60,East
CUST_00584,2024-06-28,Social Media,45,West
CUST_00585,2024-06-22,Direct Organic,5,North
CUST_00586,2024-11-20,Social Media,45,South
