CustomerID,recency,frequency,monetary,T,predicted_clv
CUST_00103,17,13,1826.312,47,1867.8476298288435
CUST_00104,42,13,1697.04,72,1735.6515423147227
CUST_00105,18,38,5940.177,48,5985.545737780714
CUST_00106,24,33,5252.46,54,5298.717997744405
CUST_00107,35,1,198.96,65,283.27850551187555
CUST_00108,6,12,1499.721,36,1536.7848075645124
CUST_00109,135,16,1957.906,165,1993.9194554293915
CUST_00110,135,6,1478.876,165,1553.8200315169206
CUST_00111,8,60,9520.042,38,9565.93461656648
CUST_00112,268,5,500.397,298,531.5381718750763
CUST_00113,59,2,405.249,89,474.96860795993535
CUST_00114,14,40,7151.273,44,7203.126217732028
CUST_00115,152,6,899.332,182,945.1031581583446
CUST_00116,201,3,252.784,231,280.6369769766531
CUST_00117,11,79,22557.684,41,22640.127751059623
CUST_00118,8,53,7891.429,38,7934.531739851306
CUST_00119,9,56,8506.678,39,8550.635258763086
CUST_00120,19,90,13418.387,49,13461.42822980807
CUST_00121,589,1,173.99,619,248.2303751319449
CUST_00122,53,22,3355.284,83,3399.851853275797
CUST_00124,118,11,1917.174,148,1968.9032591574949
CUST_00125,6,50,7439.634,36,7482.724550658373
CUST_00126,11,33,5510.238,41,5558.7619351570565
CUST_00127,14,100,17582.27,44,17633.002516881654
CUST_00128,549,2,185.89,579,218.77526160464714
CUST_00129,9,52,8146.664,39,8192.019502224055
CUST_00130,24,11,2069.3,54,2125.1127332236733
CUST_00131,7,58,9412.327,37,9459.273317486524
CUST_00132,77,20,3468.585,107,3519.3274052531083
CUST_00133,192,5,653.48,222,693.9622161916387
CUST_00134,13,70,10374.506,43,10417.339994198697
CUST_00135,8,178,29524.171,38,29571.95927244747
CUST_00136,13,1,150.38,43,215.0911537354626
CUST_00137,42,50,8700.451,72,8750.834480162506
CUST_00138,38,42,6164.458,68,6207.02223471956
CUST_00139,213,7,1035.16,243,1079.930977747442
CUST_00140,17,25,4048.4,47,4095.6224969779896
CUST_00141,2,22,4395.42,32,4453.763006440259
CUST_00142,27,28,5631.96,57,5690.501850898072
CUST_00143,61,21,12051.389,91,12218.836717034792
CUST_00144,5,112,27378.622,35,27449.120999087023
CUST_00145,32,16,1958.936,62,1994.968305303961
CUST_00146,61,20,2649.527,91,2688.3215708684716
CUST_00147,26,21,3000.04,56,3041.8277392608056
CUST_00148,6,41,10879.491,36,10956.402896443882
CUST_00149,286,4,671.58,316,724.3686193266271
CUST_00150,19,29,4643.206,49,4689.806716663753
CUST_00151,7,103,14404.131,37,14444.484296995308
CUST_00152,18,22,3215.194,48,3257.9065562696273
CUST_00153,10,42,6646.609,40,6692.497016489569
CUST_00154,21,19,3986.254,51,4047.663032902629
CUST_00155,38,41,5169.093,68,5205.672477530178
CUST_00156,38,20,10584.08,68,10738.618175302008
CUST_00157,29,46,7714.72,59,7763.311535752812
CUST_00158,4,73,11871.05,34,11918.03501618014
CUST_00159,5,58,16346.328,35,16427.822842768903
CUST_00160,63,5,1025.577,93,1088.764379841815
CUST_00161,93,15,1766.802,123,1801.52819722089
CUST_00162,13,25,3657.804,43,3700.4815677506313
CUST_00163,104,5,926.69,134,983.843347001252
CUST_00164,220,8,1567.915,250,1626.744202333127
CUST_00165,197,6,1783.45,227,1873.7255658444521
CUST_00166,8,67,9517.334,38,9558.399526419586
CUST_00167,21,156,23187.146,51,23229.983628671445
CUST_00168,4,42,6639.0,34,6684.835562682591
CUST_00169,5,143,24016.421,35,24064.83171051142
CUST_00170,2,49,7275.319,32,7318.324184032093
CUST_00171,121,8,1236.07,151,1282.5266842091057
CUST_00172,15,8,1263.932,45,1311.4274917848459
CUST_00173,10,139,33445.884,40,33515.2380061221
CUST_00174,38,12,2148.49,68,2201.4816701242507
CUST_00175,3,19,4574.595,33,4645.044973275086
CUST_00176,110,12,1931.104,140,1978.758648271463
CUST_00177,3,52,7837.063,33,7880.69694141609
CUST_00178,50,15,2195.574,80,2238.6804393707694
CUST_00179,357,2,129.916,387,153.40221391163755
CUST_00180,10,35,17739.141,40,17886.17101664986
CUST_00181,15,43,17300.89,45,17417.431019887597
CUST_00182,21,13,2528.148,51,2585.558915154053
CUST_00183,191,15,2907.174,221,2964.1884844713218
CUST_00184,3,22,3339.667,33,3384.0280278539585
CUST_00185,30,66,12862.716,60,12919.045513729287
CUST_00186,513,4,606.64,543,654.3986316278065
CUST_00187,61,25,7756.426,91,7846.794652451175
CUST_00188,14,62,10183.458,44,10230.954519926792
CUST_00189,169,5,354.27,199,376.4945790277562
CUST_00190,38,27,4174.185,68,4219.225915939422
CUST_00191,4,83,15340.326,34,15393.691484504243
CUST_00192,144,8,1182.51,174,1226.9697516932547
CUST_00193,55,19,2949.182,85,2994.654516300957
CUST_00194,5,16,2358.023,35,2401.358936267356
CUST_00195,58,3,423.821,88,469.80589014978585
CUST_00196,7,35,6339.51,37,6392.107697049532
CUST_00197,9,107,17685.591,39,17733.27403625607
CUST_00198,9,27,3878.808,39,3920.66927493846
CUST_00199,30,68,20488.02,60,20575.067734415792
CUST_00200,18,20,2322.323,48,2356.3445521054646
CUST_00201,23,41,16903.841,53,17023.302751617335
CUST_00202,162,7,1218.88,192,1271.5212646521854
CUST_00203,3,148,41818.506,33,41899.933267972265
CUST_00205,5,32,5031.756,35,5077.471444486942
CUST_00206,29,50,12768.234,59,12842.14671133334
CUST_00207,30,35,4396.108,60,4432.606933960102
CUST_00208,2,77,25379.128,32,25474.297156107692
CUST_00209,31,72,26272.293,61,26377.679021099975
CUST_00210,411,3,478.342,441,530.1067508706378
CUST_00211,46,15,2713.3,76,2766.5252653372236
CUST_00212,52,10,1302.889,82,1341.7575373932088
CUST_00213,37,12,1538.644,67,1576.6634022282722
CUST_00214,22,33,5522.61,52,5571.242688338744
CUST_00215,55,9,1442.511,85,1490.4489742643834
CUST_00217,16,21,4972.922,46,5042.099281777694
CUST_00218,11,22,3576.237,41,3623.731068133419
CUST_00219,5,33,6487.045,35,6544.155329365405
CUST_00220,23,90,13974.701,53,14019.525357294155
CUST_00221,16,20,3876.288,46,3932.9776860587654
CUST_00222,25,10,1040.954,55,1072.0675712612835
CUST_00223,32,45,10558.788,62,10626.756836641804
CUST_00224,24,9,2421.253,54,2501.493992371211
CUST_00225,10,37,6045.862,40,6093.294304336657
CUST_00226,48,9,1376.496,78,1422.2551735790935
CUST_00227,7,160,54873.507,37,54972.32084881611
CUST_00228,14,34,4129.986,44,4165.297694351364
CUST_00229,138,2,151.72,168,178.8675001498621
CUST_00230,490,1,204.68,520,291.3071521187319
CUST_00231,13,124,20600.199,43,20648.104223120776
CUST_00232,12,5,946.652,42,1005.0234177644799
CUST_00234,4,25,3887.007,34,3932.3515469662357
CUST_00235,32,12,1765.732,62,1809.3266169086373
CUST_00236,18,8,1057.494,48,1097.2926517044266
CUST_00237,12,57,6563.418,42,6596.747188048758
CUST_00238,180,10,1947.325,210,2005.2730012074887
CUST_00240,79,4,811.42,109,875.0400557264281
CUST_00241,5,4,346.96,35,374.60487730643666
CUST_00242,99,13,2380.08,129,2434.141668681183
CUST_00243,17,135,19218.145,47,19259.18843204974
CUST_00244,96,7,1541.596,126,1608.061929951288
CUST_00245,37,15,2434.712,67,2482.492332132512
CUST_00247,12,15,1769.684,42,1804.4665251944423
CUST_00248,217,11,1573.866,247,1616.3799421524361
CUST_00249,8,19,1935.026,38,1964.9141461408478
CUST_00250,830,1,103.14,860,148.784638751565
CUST_00251,4,16,2691.002,34,2740.4317346986763
CUST_00252,3,72,13399.98,33,13453.75087570395
CUST_00253,41,9,988.339,71,1021.28719520145
CUST_00254,28,17,3130.248,58,3184.2776566342486
CUST_00255,102,9,1544.841,132,1596.1563381078392
CUST_00256,519,2,585.086,549,685.003495192718
CUST_00257,41,16,3642.719,71,3709.5659638982975
CUST_00258,121,6,926.83,151,973.9853423990825
CUST_00259,16,64,9450.586,46,9493.283909362544
CUST_00260,3,24,2858.067,33,2892.8462805801323
CUST_00261,4,29,12589.004,34,12715.180771168827
CUST_00262,84,11,2333.26,114,2396.158134894055
CUST_00263,28,57,19027.044,58,19123.567956179013
CUST_00264,57,41,5638.446,87,5678.340507728494
CUST_00265,233,6,2486.498,263,2612.1633382672535
CUST_00266,17,16,3521.376,47,3586.0022839663748
CUST_00267,4,19,2129.986,34,2162.870064723802
CUST_00268,378,4,424.17,408,457.79524919165294
CUST_00269,8,24,4393.018,38,4446.411002688057
CUST_00270,46,44,6111.584,76,6151.852951525113
CUST_00271,7,92,20234.851,37,20298.325656915036
CUST_00272,483,1,72.09,513,105.20256232798285
CUST_00273,13,53,23042.351,43,23168.10338371361
CUST_00274,31,32,5090.22,61,5136.465564088318
CUST_00275,9,58,8240.562,39,8281.67002113677
CUST_00276,38,36,4945.693,68,4985.595085287629
CUST_00277,57,46,8024.775,87,8075.31691635356
CUST_00278,9,90,47199.902,39,47351.221554491756
CUST_00279,32,60,9068.24,62,9111.956919713386
CUST_00280,8,124,28501.993,38,28568.264765974196
CUST_00281,50,3,462.39,80,512.4636531611492
CUST_00282,571,1,45.92,601,68.47010049206835
CUST_00283,16,54,10075.067,46,10129.057437252255
CUST_00284,61,17,7105.124,91,7227.544602591568
CUST_00285,273,6,858.945,303,902.683172161884
CUST_00286,8,61,10644.328,38,10694.789648566304
CUST_00287,17,30,6377.366,47,6439.18118104796
CUST_00288,11,9,1593.22,41,1646.1320691288747
CUST_00289,29,45,6858.428,59,6902.599374853985
CUST_00290,20,8,1195.302,50,1240.2386889737395
CUST_00291,40,38,6982.137,70,7035.4505096238945
CUST_00292,622,2,155.84,652,183.67932271918357
CUST_00293,8,33,8439.737,38,8514.012013156049
CUST_00294,54,23,2758.594,84,2793.6451889312157
CUST_00295,77,14,3258.322,107,3326.857949333069
CUST_00296,132,6,547.006,162,575.0419011650298
CUST_00297,45,20,9052.332,75,9184.526127111285
CUST_00298,196,6,1158.209,226,1217.0114136565435
CUST_00299,38,26,4824.251,68,4878.3135438141335
CUST_00300,10,21,3026.49,40,3068.6449449018787
CUST_00301,39,56,9706.988,69,9757.1404724776
CUST_00302,76,17,2574.385,106,2618.8505856059514
CUST_00303,36,28,4156.182,66,4199.410816991808
CUST_00304,22,41,7016.465,52,7066.092426446077
CUST_00305,321,1,194.58,351,277.1306956975345
CUST_00306,6,18,2364.885,36,2403.4390623858967
CUST_00307,4,33,16446.266,34,16590.920539750947
CUST_00308,79,15,1673.108,109,1706.0029712826504
CUST_00309,14,89,14331.673,44,14378.159717765597
CUST_00310,5,58,8465.248,35,8507.475514767011
CUST_00311,22,31,11526.017,52,11634.024699564705
CUST_00312,4,164,27531.184,34,27579.558361658786
CUST_00313,27,31,13019.269,57,13141.257555986886
CUST_00314,148,13,2521.855,178,2579.1235696907943
CUST_00315,29,39,5757.127,59,5799.964123799348
CUST_00316,43,45,9537.255,73,9598.654234621325
CUST_00317,12,71,20211.092,42,20293.32058057323
CUST_00318,6,25,3781.7,36,3825.819207069909
CUST_00319,8,18,3209.974,38,3262.2475836313683
CUST_00320,13,3,405.703,43,449.7671712242269
CUST_00321,324,4,560.362,354,604.5361263810245
CUST_00322,32,72,11683.129,62,11730.015680611095
CUST_00323,11,33,5489.3,41,5537.639884549378
CUST_00324,62,24,3173.278,92,3211.8797152763286
CUST_00325,4,33,4963.765,34,5007.485291651001
CUST_00326,9,21,3324.334,39,3370.62391643155
CUST_00327,32,13,2061.658,62,2108.517074194973
CUST_00328,99,36,3798.923,129,3829.591469308677
CUST_00329,4,107,16978.171,34,17023.947797195437
CUST_00330,18,47,14231.673,48,14319.34118176942
CUST_00331,40,20,5789.553,70,5874.152032349165
CUST_00332,21,9,1281.765,51,1324.3976119231334
CUST_00333,202,6,1373.873,232,1443.5314290065496
CUST_00334,6,14,1826.282,36,1864.7879553459088
CUST_00335,8,87,13042.562,38,13085.846041270379
CUST_00336,2,46,7256.295,32,7302.002843417909
CUST_00337,239,2,194.548,269,228.88709650881836
CUST_00338,19,26,11775.441,49,11907.241091369277
CUST_00339,37,20,6071.256,67,6159.964314951442
CUST_00340,218,8,1570.0,248,1628.9069395305794
CUST_00341,27,34,5433.181,57,5479.608327911101
CUST_00342,59,8,954.975,89,990.9513304835058
CUST_00343,8,63,10154.947,38,10201.55542048338
CUST_00344,35,37,6184.333,65,6232.849881837502
CUST_00345,10,46,8337.037,40,8389.543179942766
CUST_00346,193,11,1944.07,223,1996.521220679417
CUST_00347,13,17,2167.279,43,2204.739998684271
CUST_00348,479,7,909.102,509,948.4728437030368
CUST_00349,2,24,2947.344,32,2983.2059061939985
CUST_00350,8,112,34377.802,38,34466.317095910454
CUST_00351,107,23,4001.543,137,4052.330555507262
CUST_00352,47,13,2170.472,77,2219.7924088905106
CUST_00353,9,17,3225.594,39,3281.2641614281706
CUST_00354,48,18,3467.844,78,3524.3039509176183
CUST_00355,7,44,6737.872,37,6782.260826816378
CUST_00356,5,10,1928.322,35,1985.7073897908967
CUST_00357,21,16,3161.551,51,3219.5921809402084
CUST_00358,206,19,3250.937,236,3301.0465362640234
CUST_00359,205,4,795.43,235,857.8115355030814
CUST_00360,90,18,3031.227,120,3080.5987315612733
CUST_00361,97,8,1076.052,127,1116.542568687794
CUST_00362,56,34,6725.145,86,6782.592166382222
CUST_00363,11,36,7428.711,41,7488.6059650113975
CUST_00364,66,13,2205.887,96,2256.0084838279495
CUST_00365,37,33,7730.387,67,7798.426637353367
CUST_00366,121,13,1507.19,151,1541.5072015869873
CUST_00367,38,31,5294.901,68,5344.568688537798
CUST_00368,10,65,17274.599,40,17351.403269218205
CUST_00369,95,6,1220.34,125,1282.2699411516803
CUST_00370,37,7,944.529,67,985.4174827960824
CUST_00371,665,1,83.95,695,121.84937155128992
CUST_00372,88,10,1351.791,118,1392.10735213268
CUST_00373,382,6,991.914,412,1042.3455169253816
CUST_00374,30,2,251.244,60,295.10338106955857
CUST_00375,9,20,2468.635,39,2504.79084728906
CUST_00376,112,8,1453.783,142,1508.3569017002087
CUST_00377,73,16,2119.622,103,2158.594995541889
CUST_00378,218,11,917.776,248,942.6787087006988
CUST_00379,51,46,9478.58,81,9538.266981162293
CUST_00380,29,46,15922.234,59,16022.454363173667
CUST_00381,7,14,2070.345,37,2113.9689760872907
CUST_00382,42,37,5112.464,72,5152.585441627975
CUST_00383,9,145,24589.374,39,24638.25413713346
CUST_00384,52,10,1166.31,82,1201.134917719121
CUST_00385,90,16,3020.194,120,3075.6482278144676
CUST_00386,25,56,8122.028,55,8163.999947505754
CUST_00387,13,29,5722.662,43,5780.073317372685
CUST_00388,23,12,1903.594,53,1950.573253024436
CUST_00389,5,77,18213.418,35,18281.727002121195
CUST_00390,17,81,17508.26,47,17570.671460752685
CUST_00391,22,8,1187.814,52,1232.471506175407
CUST_00392,61,4,538.177,91,580.6327667090452
CUST_00393,40,33,8422.202,70,8496.322875826523
CUST_00394,39,14,2128.932,69,2173.7845501897777
CUST_00395,5,151,21680.683,35,21722.067550081683
CUST_00396,180,2,562.6,210,658.7416888107367
CUST_00397,34,20,3485.254,64,3536.2395607455855
CUST_00398,70,30,4543.203,100,4587.2675172668105
CUST_00399,218,15,3203.518,248,3266.324454282
CUST_00400,14,50,8558.604,44,8608.166996165723
CUST_00401,61,23,2916.842,91,2953.8966891053387
CUST_00402,11,51,7806.061,41,7850.379571744384
CUST_00403,9,13,1832.519,39,1874.1950300021228
CUST_00404,26,57,8604.976,56,8648.656572504171
CUST_00405,80,14,1756.653,110,1793.6988296152506
CUST_00407,13,9,1512.63,43,1562.8822259534218
CUST_00408,25,42,6380.891,55,6424.947248756301
CUST_00409,6,13,1480.142,36,1513.8473852688214
CUST_00410,82,4,359.23,112,387.8252614928323
CUST_00411,34,11,1950.867,64,2003.5006705777107
CUST_00412,37,47,8062.752,67,8112.445714490659
CUST_00413,142,4,822.33,172,886.7950998563041
CUST_00414,84,16,3064.544,114,3120.8098704718996
CUST_00415,105,9,806.611,135,833.5613297021483
CUST_00416,132,34,5121.696,162,5165.4665090011495
CUST_00417,71,34,6567.27,101,6623.370567716448
CUST_00418,340,3,322.44,370,357.6773238956691
CUST_00419,47,51,7669.082,77,7712.62386956195
CUST_00420,198,4,271.604,228,293.4121087041525
CUST_00421,44,19,2474.946,74,2513.131008888636
CUST_00423,42,11,951.057,72,976.8530609244903
CUST_00424,50,23,3021.84,80,3060.2240171934195
CUST_00425,13,50,20244.47,43,20361.627418617805
CUST_00426,212,2,663.984,242,777.149897395224
CUST_00427,23,10,1395.536,53,1437.1474863966812
CUST_00428,117,9,1165.362,147,1204.1527739140472
CUST_00429,8,61,14618.354,38,14687.63774830068
CUST_00430,10,14,2317.053,40,2365.8504626914246
CUST_00431,6,53,7878.929,36,7921.963551225672
CUST_00432,109,4,259.02,139,279.8534033576487
CUST_00433,242,11,8553.062,272,8782.916474794954
CUST_00434,2,66,9397.133,32,9438.297466424443
CUST_00435,779,1,69.72,809,101.87600770241474
CUST_00436,9,191,41012.957,39,41074.8102491236
CUST_00437,16,17,3139.828,46,3194.02248825724
CUST_00438,44,25,3693.618,74,3736.7122952525733
CUST_00439,12,35,5077.932,42,5120.079030980012
CUST_00440,8,95,27198.83,38,27281.437054587255
CUST_00441,12,30,4446.167,42,4489.292422207829
CUST_00442,349,10,1971.07,379,2029.721006421769
CUST_00443,67,18,2639.084,97,2682.0895213517415
CUST_00444,34,21,2975.126,64,3016.567857924636
CUST_00445,14,17,3598.873,44,3660.965727544951
CUST_00446,35,75,15264.216,65,15323.002781274337
CUST_00447,6,53,9235.071,36,9285.503427957312
CUST_00448,5,64,12090.232,35,12144.84333084455
CUST_00449,174,8,1045.122,204,1084.459373715515
CUST_00450,32,25,4244.812,62,4294.319923964963
CUST_00451,2,75,32609.835,32,32735.381107986486
CUST_00452,24,29,4351.116,54,4394.791476208308
CUST_00453,15,14,2249.941,45,2297.3311186532233
CUST_00454,7,24,3467.308,37,3509.475296660616
CUST_00455,11,89,13828.989,41,13873.846325647515
CUST_00456,31,29,5003.925,61,5054.138266945677
CUST_00457,3,114,19781.569,33,19831.61694567635
CUST_00458,143,17,2053.716,173,2089.223055719572
CUST_00459,146,7,1835.245,176,1914.2904089371955
CUST_00460,25,24,14612.293,55,14789.610965109961
CUST_00461,40,13,6682.084,70,6833.455497430624
CUST_00462,18,38,6897.021,48,6949.685514268791
CUST_00463,12,79,13560.876,42,13610.452744990213
CUST_00464,43,33,8787.246,73,8864.575710005018
CUST_00465,14,23,2941.262,44,2978.6258587267694
CUST_00466,2,9,5653.376,32,5840.292017855446
CUST_00467,2,43,8864.335,32,8924.078968860238
CUST_00468,9,77,13196.929,39,13246.434050103655
CUST_00469,3,87,15657.998,33,15709.955209348196
CUST_00470,4,74,31596.481,34,31719.77721657758
CUST_00471,6,78,11376.977,36,11419.110845635005
CUST_00472,35,52,7671.458,65,7714.171081736686
CUST_00473,2,52,7834.097,32,7877.714448738881
CUST_00474,6,77,12475.163,36,12521.962561617209
CUST_00475,11,46,7365.287,41,7411.6804504309775
CUST_00476,3,65,13040.519,33,13098.509043869992
CUST_00478,129,5,755.6,159,802.3135249954076
CUST_00479,32,7,1141.929,62,1191.273800208429
CUST_00480,22,23,2773.894,52,2809.138894713684
CUST_00481,99,3,608.046,129,673.5608848545595
CUST_00482,78,6,896.935,108,942.5854988513023
CUST_00483,39,29,5709.274,69,5766.551238427094
CUST_00484,60,78,12435.649,90,12481.70013766673
CUST_00485,10,95,16244.395,40,16293.743908718063
CUST_00486,2,12,2328.865,32,2386.2850386332466
CUST_00487,12,78,24247.001,42,24336.756434251074
CUST_00488,4,63,10119.69,34,10166.136758943014
CUST_00489,9,32,5912.032,39,5965.729306183392
CUST_00490,16,41,6131.357,46,6174.732927576843
CUST_00491,90,14,3043.495,120,3107.5260098633057
CUST_00492,45,15,1864.274,75,1900.9052632299415
CUST_00493,28,52,8630.056,58,8678.09944161083
CUST_00494,52,8,993.039,82,1030.4345097083628
CUST_00495,30,93,15494.567,60,15542.654847321712
CUST_00496,11,23,3044.18,41,3082.846852956841
CUST_00497,84,13,2181.332,114,2230.898058299534
CUST_00498,11,21,2833.06,41,2872.529554083248
CUST_00499,2,56,20926.899,32,21034.961301190884
CUST_00500,176,4,503.33,206,543.0866601284969
CUST_00501,18,87,12948.16,48,12991.130990439511
CUST_00502,5,41,13121.304,35,13214.049773704659
CUST_00503,81,10,1978.943,111,2037.8270980221916
CUST_00504,160,9,998.115,190,1031.3858484696375
CUST_00505,8,128,25996.598,38,26055.15308448068
CUST_00506,28,18,2660.342,58,2703.692632437836
CUST_00507,12,121,48686.28,42,48802.28011131073
CUST_00508,6,101,18170.693,36,18222.60182823045
CUST_00509,31,14,2724.959,61,2782.310284321635
CUST_00510,302,2,593.51,332,694.8420372616412
CUST_00511,4,88,13604.747,34,13649.380597764355
CUST_00512,2,34,5373.522,32,5419.440465014497
CUST_00513,62,12,1365.175,92,1398.9355822316704
CUST_00514,120,4,1145.11,150,1234.5763229764968
CUST_00515,3,53,8412.965,33,8458.912765696028
CUST_00516,4,60,30569.529,34,30716.787486184454
CUST_00517,4,45,7095.469,34,7141.164814135473
CUST_00518,18,50,20136.99,48,20253.52572327018
CUST_00519,31,40,6318.051,61,6363.870997529157
CUST_00520,23,9,1304.66,53,1348.0482529394133
CUST_00521,46,19,4649.375,76,4720.974105361838
CUST_00522,96,25,13734.275,126,13894.201202033952
CUST_00523,6,40,16067.728,36,16184.143767021398
CUST_00524,287,4,692.502,317,746.9111521667061
CUST_00525,13,46,7849.337,43,7898.775335144311
CUST_00526,7,52,42250.418,37,42485.41011932443
CUST_00527,38,15,2230.667,68,2274.459323331862
CUST_00528,175,10,1947.464,205,2005.4161165043843
CUST_00529,4,42,21880.361,34,22031.265219269244
CUST_00530,5,122,20896.256,35,20945.647858056866
CUST_00531,3,73,12351.916,33,12400.802665430232
CUST_00532,3,67,9620.819,33,9662.330578570507
CUST_00534,2,51,8370.317,32,8417.835032002173
CUST_00535,9,71,10717.635,39,10761.258574351294
CUST_00536,701,1,103.62,731,149.45837133395855
CUST_00537,2,85,12771.825,32,12815.211946398753
CUST_00538,134,5,1344.976,164,1427.652939189788
CUST_00539,15,9,2139.38,45,2210.3178781461897
CUST_00540,19,58,31779.979,49,31938.37170906181
CUST_00541,28,74,12517.088,58,12565.95579119613
CUST_00542,199,2,330.28,229,387.4109559697749
CUST_00543,35,66,18244.916,65,18324.79748683284
CUST_00544,18,30,15807.372,48,15960.448898768916
CUST_00545,18,52,7830.375,48,7873.971752263976
CUST_00546,7,30,3229.087,37,3260.433764654076
CUST_00547,13,58,10310.15,43,10361.569703142886
